EntityName,EntityAbout,EntityType,PropertyName,PropertyAbout,PropertyType,Value,PhenomenonTime,ResultTime
"","","","","","","6.0","2014-10-31T02:55:35.568Z","2014-10-31T03:05:35.568Z"
"","","","","","","6.0","2014-10-31T02:43:33.575Z","2014-10-31T02:53:33.575Z"
"","","","","","","6.0","2014-10-31T02:31:34.342Z","2014-10-31T02:41:34.342Z"
"","","","","","","6.0","2014-10-31T02:19:25.487Z","2014-10-31T02:29:25.487Z"
"","","","","","","6.0","2014-10-31T02:07:21.028Z","2014-10-31T02:17:21.028Z"
"","","","","","","6.0","2014-10-31T01:55:18.399Z","2014-10-31T02:05:18.399Z"
"","","","","","","6.0","2014-10-31T01:43:14.253Z","2014-10-31T01:53:14.253Z"
"","","","","","","6.0","2014-10-31T01:31:09.414Z","2014-10-31T01:41:09.414Z"
"","","","","","","6.0","2014-10-31T01:18:58.103Z","2014-10-31T01:28:58.103Z"
"","","","","","","6.0","2014-10-31T01:06:49.952Z","2014-10-31T01:16:49.952Z"
"","","","","","","6.0","2014-10-31T00:54:34.757Z","2014-10-31T01:04:34.757Z"
"","","","","","","6.0","2014-10-31T00:42:28.078Z","2014-10-31T00:52:28.078Z"
"","","","","","","6.0","2014-10-31T00:30:26.460Z","2014-10-31T00:40:26.460Z"
"","","","","","","7.0","2014-10-31T00:18:13.753Z","2014-10-31T00:28:13.753Z"
"","","","","","","6.0","2014-10-31T00:06:02.014Z","2014-10-31T00:16:02.014Z"
"","","","","","","7.0","2014-10-30T23:53:40.066Z","2014-10-31T00:03:40.066Z"
"","","","","","","7.0","2014-10-30T23:41:36.597Z","2014-10-30T23:51:36.597Z"
"","","","","","","7.0","2014-10-30T23:29:23.672Z","2014-10-30T23:39:23.672Z"
"","","","","","","7.0","2014-10-30T23:17:13.702Z","2014-10-30T23:27:13.702Z"
"","","","","","","7.0","2014-10-30T23:04:59.604Z","2014-10-30T23:14:59.604Z"
"","","","","","","7.0","2014-10-30T22:52:28.617Z","2014-10-30T23:02:28.617Z"
"","","","","","","7.0","2014-10-30T22:40:14.957Z","2014-10-30T22:50:14.957Z"
"","","","","","","7.0","2014-10-30T22:28:00.026Z","2014-10-30T22:38:00.026Z"
"","","","","","","7.0","2014-10-30T22:15:43.486Z","2014-10-30T22:25:43.486Z"
"","","","","","","7.0","2014-10-30T22:03:26.508Z","2014-10-30T22:13:26.508Z"
"","","","","","","8.0","2014-10-30T21:51:11.031Z","2014-10-30T22:01:11.031Z"
"","","","","","","8.0","2014-10-30T21:38:50.941Z","2014-10-30T21:48:50.941Z"
"","","","","","","9.0","2014-10-30T21:26:33.658Z","2014-10-30T21:36:33.658Z"
"","","","","","","9.0","2014-10-30T21:14:13.491Z","2014-10-30T21:24:13.491Z"
"","","","","","","9.0","2014-10-30T21:01:57.557Z","2014-10-30T21:11:57.557Z"
"","","","","","","9.0","2014-10-30T20:49:28.719Z","2014-10-30T20:59:28.719Z"
"","","","","","","9.0","2014-10-30T20:37:22.727Z","2014-10-30T20:47:22.727Z"
"","","","","","","9.0","2014-10-30T20:24:50.787Z","2014-10-30T20:34:50.787Z"
"","","","","","","9.0","2014-10-30T20:12:19.803Z","2014-10-30T20:22:19.803Z"
"","","","","","","9.0","2014-10-30T19:59:45.725Z","2014-10-30T20:09:45.725Z"
"","","","","","","9.0","2014-10-30T19:47:25.574Z","2014-10-30T19:57:25.574Z"
"","","","","","","10.0","2014-10-30T19:35:04.818Z","2014-10-30T19:45:04.818Z"
"","","","","","","10.0","2014-10-30T19:22:37.340Z","2014-10-30T19:32:37.340Z"
"","","","","","","10.0","2014-10-30T19:10:22.472Z","2014-10-30T19:20:22.472Z"
"","","","","","","10.0","2014-10-30T18:57:54.425Z","2014-10-30T19:07:54.425Z"
"","","","","","","11.0","2014-10-30T18:45:26.291Z","2014-10-30T18:55:26.291Z"
"","","","","","","11.0","2014-10-30T18:33:03.221Z","2014-10-30T18:43:03.221Z"
"","","","","","","11.0","2014-10-30T18:20:27.560Z","2014-10-30T18:30:27.560Z"
"","","","","","","12.0","2014-10-30T18:08:04.510Z","2014-10-30T18:18:04.510Z"
"","","","","","","12.0","2014-10-30T17:55:29.708Z","2014-10-30T18:05:29.708Z"
"","","","","","","12.0","2014-10-30T17:43:02.076Z","2014-10-30T17:53:02.076Z"
"","","","","","","12.0","2014-10-30T17:30:36.182Z","2014-10-30T17:40:36.182Z"
"","","","","","","12.0","2014-10-30T17:18:05.952Z","2014-10-30T17:28:05.952Z"
"","","","","","","13.0","2014-10-30T17:05:45.018Z","2014-10-30T17:15:45.018Z"
"","","","","","","14.0","2014-10-30T16:53:02.819Z","2014-10-30T17:03:02.819Z"
"","","","","","","14.0","2014-10-30T16:40:32.604Z","2014-10-30T16:50:32.604Z"
"","","","","","","14.0","2014-10-30T16:28:07.237Z","2014-10-30T16:38:07.237Z"
