EntityName,EntityAbout,EntityType,PropertyName,PropertyAbout,PropertyType,Value,PhenomenonTime,ResultTime
"","","","","","","10.0","2014-10-30T19:07:56.747Z","2014-10-30T19:17:56.747Z"
"","","","","","","11.0","2014-10-30T18:55:28.712Z","2014-10-30T19:05:28.712Z"
"","","","","","","11.0","2014-10-30T18:43:00.548Z","2014-10-30T18:53:00.548Z"
"","","","","","","11.0","2014-10-30T18:30:37.553Z","2014-10-30T18:40:37.553Z"
"","","","","","","11.0","2014-10-30T18:18:01.881Z","2014-10-30T18:28:01.881Z"
"","","","","","","11.0","2014-10-30T18:05:38.985Z","2014-10-30T18:15:38.985Z"
"","","","","","","12.0","2014-10-30T17:53:04.007Z","2014-10-30T18:03:04.007Z"
"","","","","","","12.0","2014-10-30T17:40:36.351Z","2014-10-30T17:50:36.351Z"
"","","","","","","12.0","2014-10-30T17:28:10.461Z","2014-10-30T17:38:10.461Z"
"","","","","","","13.0","2014-10-30T17:15:40.290Z","2014-10-30T17:25:40.290Z"
"","","","","","","13.0","2014-10-30T17:03:19.326Z","2014-10-30T17:13:19.326Z"
"","","","","","","13.0","2014-10-30T16:50:37.122Z","2014-10-30T17:00:37.122Z"
"","","","","","","14.0","2014-10-30T16:38:06.910Z","2014-10-30T16:48:06.910Z"
"","","","","","","14.0","2014-10-30T16:25:41.507Z","2014-10-30T16:35:41.507Z"
